transaction_id,city,transaction_date,card_type,exp_type,gender,amount,year,month,month_name,day,day_name
9918,Delhi,2014-06-10,Signature,Bills,M,188713,2014,6,June,10,Tuesday
9919,Ahmedabad,2014-02-06,Silver,Entertainment,F,299575,2014,2,February,6,Thursday
9920,Bengaluru,2014-06-27,Silver,Food,F,240463,2014,6,June,27,Friday
9921,Delhi,2014-06-17,Gold,Bills,M,137728,2014,6,June,17,Tuesday
9922,Greater Mumbai,2014-11-16,Platinum,Entertainment,F,196965,2014,11,November,16,Sunday
9923,Delhi,2014-06-30,Gold,Fuel,F,115238,2014,6,June,30,Monday
9924,Bengaluru,2014-08-02,Silver,Bills,F,186538,2014,8,August,2,Saturday
9925,Bengaluru,2014-07-18,Silver,Entertainment,M,37114,2014,7,July,18,Friday
9926,Bengaluru,2015-04-18,Gold,Fuel,F,216366,2015,4,April,18,Saturday
9927,Ahmedabad,2014-11-28,Gold,Grocery,F,46852,2014,11,November,28,Friday
9928,Bengaluru,2014-07-20,Signature,Fuel,F,282977,2014,7,July,20,Sunday
9929,Greater Mumbai,2014-12-22,Silver,Fuel,M,210343,2014,12,December,22,Monday
9930,Bengaluru,2013-10-22,Platinum,Food,F,253977,2013,10,October,22,Tuesday
9931,Greater Mumbai,2013-11-14,Platinum,Grocery,F,102120,2013,11,November,14,Thursday
9932,Bengaluru,2014-08-22,Signature,Bills,M,46583,2014,8,August,22,Friday
9933,Bengaluru,2014-04-03,Signature,Food,M,289871,2014,4,April,3,Thursday
9934,Bengaluru,2014-01-15,Signature,Fuel,F,19344,2014,1,January,15,Wednesday
9935,Bengaluru,2014-10-20,Gold,Grocery,F,144680,2014,10,October,20,Monday
9936,Bengaluru,2014-03-09,Silver,Grocery,F,139794,2014,3,March,9,Sunday
9937,Bengaluru,2014-08-10,Signature,Bills,F,133199,2014,8,August,10,Sunday
9938,Delhi,2014-03-27,Silver,Entertainment,F,286557,2014,3,March,27,Thursday
9939,Bengaluru,2014-12-01,Gold,Grocery,M,199926,2014,12,December,1,Monday
9940,Delhi,2015-04-22,Signature,Bills,M,7588,2015,4,April,22,Wednesday
9941,Greater Mumbai,2015-05-20,Signature,Grocery,M,282264,2015,5,May,20,Wednesday
9942,Ahmedabad,2014-08-08,Platinum,Grocery,M,17134,2014,8,August,8,Friday
9943,Greater Mumbai,2014-11-07,Platinum,Entertainment,M,8737,2014,11,November,7,Friday
9944,Delhi,2013-11-04,Signature,Fuel,F,206250,2013,11,November,4,Monday
9945,Greater Mumbai,2014-12-15,Silver,Grocery,F,261434,2014,12,December,15,Monday
9946,Greater Mumbai,2013-12-28,Platinum,Grocery,F,103286,2013,12,December,28,Saturday
9947,Ahmedabad,2014-02-25,Signature,Grocery,F,83522,2014,2,February,25,Tuesday
9948,Greater Mumbai,2015-01-26,Signature,Entertainment,F,14654,2015,1,January,26,Monday
9949,Bengaluru,2013-11-21,Signature,Food,M,91060,2013,11,November,21,Thursday
9950,Bengaluru,2014-08-19,Signature,Grocery,F,84561,2014,8,August,19,Tuesday
9951,Greater Mumbai,2014-11-26,Gold,Bills,F,104734,2014,11,November,26,Wednesday
9952,Bengaluru,2014-06-20,Gold,Bills,M,222580,2014,6,June,20,Friday
9953,Ahmedabad,2014-10-31,Silver,Food,F,183399,2014,10,October,31,Friday
9954,Greater Mumbai,2015-02-14,Silver,Grocery,F,284245,2015,2,February,14,Saturday
9955,Bengaluru,2014-12-28,Gold,Fuel,M,235560,2014,12,December,28,Sunday
9956,Greater Mumbai,2014-02-01,Silver,Fuel,F,88908,2014,2,February,1,Saturday
9957,Bengaluru,2013-10-12,Signature,Food,M,234001,2013,10,October,12,Saturday
9958,Delhi,2015-05-15,Platinum,Fuel,F,274820,2015,5,May,15,Friday
9959,Delhi,2014-03-12,Gold,Grocery,M,139597,2014,3,March,12,Wednesday
9960,Greater Mumbai,2014-01-03,Silver,Grocery,M,273002,2014,1,January,3,Friday
9961,Greater Mumbai,2013-10-27,Platinum,Fuel,M,185142,2013,10,October,27,Sunday
9962,Delhi,2014-09-12,Signature,Grocery,F,112690,2014,9,September,12,Friday
9963,Ahmedabad,2013-10-17,Signature,Food,F,144766,2013,10,October,17,Thursday
9964,Delhi,2013-11-03,Gold,Food,F,59655,2013,11,November,3,Sunday
9965,Ahmedabad,2015-01-28,Gold,Bills,F,217334,2015,1,January,28,Wednesday
9966,Bengaluru,2015-04-07,Gold,Entertainment,M,80352,2015,4,April,7,Tuesday
9967,Greater Mumbai,2013-12-30,Platinum,Food,F,236899,2013,12,December,30,Monday
9968,Delhi,2014-10-01,Gold,Food,F,177286,2014,10,October,1,Wednesday
9969,Greater Mumbai,2015-04-20,Platinum,Entertainment,F,33789,2015,4,April,20,Monday
9970,Bengaluru,2014-05-11,Platinum,Grocery,M,55810,2014,5,May,11,Sunday
9971,Ahmedabad,2014-03-16,Signature,Food,M,36087,2014,3,March,16,Sunday
9972,Ahmedabad,2014-10-23,Platinum,Fuel,M,153983,2014,10,October,23,Thursday
9973,Bengaluru,2014-02-12,Silver,Fuel,F,198602,2014,2,February,12,Wednesday
9974,Greater Mumbai,2014-08-16,Platinum,Entertainment,M,20168,2014,8,August,16,Saturday
9975,Greater Mumbai,2014-05-31,Silver,Food,M,164436,2014,5,May,31,Saturday
9976,Bengaluru,2014-08-10,Platinum,Bills,F,20186,2014,8,August,10,Sunday
9977,Delhi,2014-12-03,Gold,Food,F,205916,2014,12,December,3,Wednesday
9978,Bengaluru,2014-04-05,Signature,Bills,M,291727,2014,4,April,5,Saturday
9979,Ahmedabad,2015-02-27,Silver,Fuel,M,17233,2015,2,February,27,Friday
9980,Greater Mumbai,2014-09-19,Signature,Entertainment,F,87246,2014,9,September,19,Friday
9981,Delhi,2015-05-26,Platinum,Entertainment,F,200932,2015,5,May,26,Tuesday
9982,Delhi,2014-11-29,Gold,Grocery,F,11044,2014,11,November,29,Saturday
9983,Ahmedabad,2014-11-24,Silver,Bills,F,41075,2014,11,November,24,Monday
9984,Ahmedabad,2014-12-22,Signature,Bills,M,289833,2014,12,December,22,Monday
9985,Ahmedabad,2014-01-11,Signature,Food,F,235706,2014,1,January,11,Saturday
9986,Ahmedabad,2015-04-18,Gold,Entertainment,M,290801,2015,4,April,18,Saturday
9987,Greater Mumbai,2014-01-05,Platinum,Bills,F,107910,2014,1,January,5,Sunday
9988,Delhi,2014-07-01,Gold,Food,M,138773,2014,7,July,1,Tuesday
9989,Bengaluru,2014-12-18,Gold,Bills,M,229419,2014,12,December,18,Thursday
9990,Greater Mumbai,2013-12-14,Signature,Entertainment,F,295555,2013,12,December,14,Saturday
9991,Delhi,2014-08-17,Platinum,Entertainment,M,107014,2014,8,August,17,Sunday
9992,Ahmedabad,2014-10-06,Silver,Entertainment,F,121322,2014,10,October,6,Monday
9993,Bengaluru,2013-11-07,Platinum,Fuel,M,89143,2013,11,November,7,Thursday
9994,Bengaluru,2014-07-08,Gold,Entertainment,F,235453,2014,7,July,8,Tuesday
9995,Ahmedabad,2014-06-06,Gold,Food,M,262911,2014,6,June,6,Friday
9996,Bengaluru,2015-05-20,Signature,Bills,M,186315,2015,5,May,20,Wednesday
9997,Delhi,2014-01-04,Platinum,Entertainment,F,127847,2014,1,January,4,Saturday
9998,Delhi,2014-09-11,Platinum,Grocery,F,81474,2014,9,September,11,Thursday
9999,Delhi,2014-04-25,Platinum,Fuel,F,7376,2014,4,April,25,Friday
10000,Bengaluru,2014-09-03,Platinum,Bills,F,168369,2014,9,September,3,Wednesday
10001,Bengaluru,2013-12-03,Platinum,Fuel,M,272256,2013,12,December,3,Tuesday
10002,Bengaluru,2014-03-09,Gold,Fuel,F,10139,2014,3,March,9,Sunday
10003,Bengaluru,2013-12-09,Silver,Grocery,M,48507,2013,12,December,9,Monday
10004,Ahmedabad,2015-03-01,Platinum,Grocery,M,167642,2015,3,March,1,Sunday
10005,Greater Mumbai,2014-06-27,Gold,Grocery,M,129499,2014,6,June,27,Friday
10006,Bengaluru,2014-11-08,Platinum,Fuel,M,78049,2014,11,November,8,Saturday
10007,Ahmedabad,2015-03-31,Platinum,Grocery,M,54879,2015,3,March,31,Tuesday
10008,Delhi,2015-01-12,Silver,Fuel,M,166530,2015,1,January,12,Monday
10009,Delhi,2014-09-10,Signature,Bills,F,165489,2014,9,September,10,Wednesday
10010,Ahmedabad,2014-06-11,Platinum,Fuel,M,77683,2014,6,June,11,Wednesday
10011,Bengaluru,2015-05-13,Silver,Grocery,M,44568,2015,5,May,13,Wednesday
10012,Delhi,2015-04-20,Gold,Food,M,33515,2015,4,April,20,Monday
10013,Bengaluru,2014-11-09,Platinum,Grocery,M,26593,2014,11,November,9,Sunday
10014,Bengaluru,2014-07-02,Platinum,Grocery,M,118740,2014,7,July,2,Wednesday
10015,Delhi,2014-01-13,Platinum,Entertainment,M,293506,2014,1,January,13,Monday
10016,Bengaluru,2015-05-11,Signature,Bills,F,201923,2015,5,May,11,Monday
10017,Bengaluru,2014-11-03,Signature,Fuel,F,174215,2014,11,November,3,Monday
10018,Greater Mumbai,2014-01-31,Silver,Entertainment,M,255450,2014,1,January,31,Friday
10019,Delhi,2014-10-17,Gold,Entertainment,F,112072,2014,10,October,17,Friday
10020,Bengaluru,2015-02-27,Signature,Entertainment,M,267930,2015,2,February,27,Friday
10021,Greater Mumbai,2014-04-24,Silver,Fuel,M,54333,2014,4,April,24,Thursday
10022,Ahmedabad,2014-05-23,Silver,Grocery,F,223572,2014,5,May,23,Friday
10023,Delhi,2015-01-12,Signature,Bills,F,223831,2015,1,January,12,Monday
10024,Greater Mumbai,2014-11-26,Platinum,Entertainment,M,54734,2014,11,November,26,Wednesday
10025,Delhi,2014-03-01,Platinum,Food,F,128535,2014,3,March,1,Saturday
10026,Greater Mumbai,2014-02-27,Silver,Fuel,M,217466,2014,2,February,27,Thursday
10027,Greater Mumbai,2014-08-07,Platinum,Grocery,M,110784,2014,8,August,7,Thursday
10028,Bengaluru,2014-06-22,Signature,Grocery,F,212185,2014,6,June,22,Sunday
10029,Greater Mumbai,2015-04-23,Silver,Food,M,273748,2015,4,April,23,Thursday
10030,Bengaluru,2014-02-03,Signature,Food,F,202725,2014,2,February,3,Monday
10031,Bengaluru,2015-01-15,Platinum,Food,M,166414,2015,1,January,15,Thursday
10032,Greater Mumbai,2013-10-19,Platinum,Entertainment,F,32373,2013,10,October,19,Saturday
10033,Ahmedabad,2013-11-23,Platinum,Fuel,M,62914,2013,11,November,23,Saturday
10034,Greater Mumbai,2014-09-12,Platinum,Grocery,F,17116,2014,9,September,12,Friday
10035,Ahmedabad,2014-02-10,Signature,Grocery,F,285295,2014,2,February,10,Monday
10036,Greater Mumbai,2014-11-14,Gold,Fuel,M,105900,2014,11,November,14,Friday
10037,Bengaluru,2014-01-19,Silver,Bills,F,1078,2014,1,January,19,Sunday
10038,Delhi,2014-02-15,Silver,Grocery,M,62353,2014,2,February,15,Saturday
10039,Bengaluru,2015-04-24,Gold,Bills,F,267749,2015,4,April,24,Friday
10040,Greater Mumbai,2014-07-03,Silver,Grocery,M,64759,2014,7,July,3,Thursday
10041,Delhi,2014-02-08,Gold,Bills,M,5045,2014,2,February,8,Saturday
10042,Bengaluru,2014-05-16,Gold,Bills,F,252382,2014,5,May,16,Friday
10043,Delhi,2015-05-19,Gold,Bills,M,272953,2015,5,May,19,Tuesday
10044,Greater Mumbai,2013-11-05,Signature,Fuel,F,98664,2013,11,November,5,Tuesday
10045,Greater Mumbai,2014-06-08,Signature,Entertainment,M,216351,2014,6,June,8,Sunday
10046,Ahmedabad,2013-11-23,Silver,Food,F,182354,2013,11,November,23,Saturday
10047,Greater Mumbai,2015-03-07,Silver,Bills,M,172980,2015,3,March,7,Saturday
10048,Greater Mumbai,2014-09-20,Platinum,Food,F,214307,2014,9,September,20,Saturday
10049,Bengaluru,2015-01-13,Silver,Grocery,M,162401,2015,1,January,13,Tuesday
10050,Bengaluru,2013-11-16,Platinum,Fuel,F,118632,2013,11,November,16,Saturday
10051,Delhi,2014-08-08,Gold,Entertainment,M,109514,2014,8,August,8,Friday
10052,Greater Mumbai,2013-11-20,Silver,Bills,F,246454,2013,11,November,20,Wednesday
10053,Ahmedabad,2014-12-11,Signature,Food,M,59672,2014,12,December,11,Thursday
10054,Delhi,2015-05-09,Silver,Bills,F,7396,2015,5,May,9,Saturday
10055,Greater Mumbai,2014-08-28,Silver,Food,F,206746,2014,8,August,28,Thursday
10056,Greater Mumbai,2015-03-02,Gold,Food,F,133048,2015,3,March,2,Monday
10057,Greater Mumbai,2015-03-23,Gold,Entertainment,M,9087,2015,3,March,23,Monday
10058,Ahmedabad,2014-01-26,Signature,Food,M,88113,2014,1,January,26,Sunday
10059,Bengaluru,2014-09-22,Gold,Bills,M,18275,2014,9,September,22,Monday
10060,Greater Mumbai,2015-04-22,Silver,Grocery,M,42532,2015,4,April,22,Wednesday
10061,Greater Mumbai,2014-10-05,Gold,Fuel,M,225215,2014,10,October,5,Sunday
10062,Delhi,2013-10-10,Platinum,Bills,F,66927,2013,10,October,10,Thursday
10063,Delhi,2015-01-08,Signature,Food,M,129254,2015,1,January,8,Thursday
10064,Bengaluru,2014-12-08,Signature,Fuel,M,76553,2014,12,December,8,Monday
10065,Ahmedabad,2014-08-29,Signature,Food,M,274212,2014,8,August,29,Friday
10066,Ahmedabad,2014-07-22,Platinum,Grocery,M,5812,2014,7,July,22,Tuesday
10067,Greater Mumbai,2014-11-04,Silver,Grocery,F,226514,2014,11,November,4,Tuesday
10068,Ahmedabad,2015-04-02,Silver,Grocery,F,199304,2015,4,April,2,Thursday
10069,Delhi,2014-03-31,Silver,Bills,M,220395,2014,3,March,31,Monday
10070,Delhi,2014-10-10,Gold,Bills,M,187155,2014,10,October,10,Friday
10071,Bengaluru,2014-11-16,Platinum,Entertainment,M,227253,2014,11,November,16,Sunday
10072,Delhi,2014-09-16,Gold,Bills,F,234695,2014,9,September,16,Tuesday
10073,Bengaluru,2014-11-01,Platinum,Food,M,19343,2014,11,November,1,Saturday
10074,Greater Mumbai,2014-03-28,Signature,Fuel,M,83915,2014,3,March,28,Friday
10075,Ahmedabad,2014-05-07,Signature,Grocery,M,35100,2014,5,May,7,Wednesday
10076,Bengaluru,2014-02-20,Signature,Food,F,233611,2014,2,February,20,Thursday
10077,Bengaluru,2014-12-25,Signature,Grocery,M,8120,2014,12,December,25,Thursday
10078,Greater Mumbai,2015-05-23,Signature,Food,M,127268,2015,5,May,23,Saturday
10079,Greater Mumbai,2015-04-09,Signature,Food,F,238324,2015,4,April,9,Thursday
10080,Bengaluru,2014-03-17,Signature,Entertainment,F,209312,2014,3,March,17,Monday
10081,Bengaluru,2014-08-27,Gold,Bills,F,121609,2014,8,August,27,Wednesday
10082,Delhi,2014-03-29,Signature,Grocery,M,140246,2014,3,March,29,Saturday
10083,Bengaluru,2013-12-16,Gold,Food,M,124030,2013,12,December,16,Monday
10084,Bengaluru,2015-05-10,Signature,Fuel,F,82259,2015,5,May,10,Sunday
10085,Bengaluru,2013-12-10,Platinum,Bills,F,70450,2013,12,December,10,Tuesday
10086,Bengaluru,2014-07-07,Platinum,Grocery,F,24717,2014,7,July,7,Monday
10087,Delhi,2014-11-12,Silver,Fuel,F,147217,2014,11,November,12,Wednesday
10088,Greater Mumbai,2015-03-16,Gold,Fuel,F,73520,2015,3,March,16,Monday
10089,Ahmedabad,2014-12-20,Silver,Grocery,F,230084,2014,12,December,20,Saturday
10090,Ahmedabad,2014-11-05,Platinum,Entertainment,M,192848,2014,11,November,5,Wednesday
10091,Ahmedabad,2014-05-23,Silver,Fuel,M,18095,2014,5,May,23,Friday
10092,Ahmedabad,2014-08-07,Platinum,Food,M,193730,2014,8,August,7,Thursday
10093,Delhi,2014-08-05,Silver,Food,F,24666,2014,8,August,5,Tuesday
10094,Bengaluru,2015-05-23,Gold,Entertainment,M,89921,2015,5,May,23,Saturday
10095,Delhi,2014-05-24,Platinum,Grocery,F,209797,2014,5,May,24,Saturday
10096,Greater Mumbai,2014-08-08,Gold,Food,F,197488,2014,8,August,8,Friday
10097,Greater Mumbai,2014-05-26,Silver,Grocery,M,185472,2014,5,May,26,Monday
10098,Bengaluru,2014-06-21,Gold,Bills,F,202874,2014,6,June,21,Saturday
10099,Greater Mumbai,2014-06-01,Platinum,Food,F,180622,2014,6,June,1,Sunday
10100,Ahmedabad,2015-03-19,Silver,Bills,M,148625,2015,3,March,19,Thursday
10101,Delhi,2013-12-06,Gold,Entertainment,F,137861,2013,12,December,6,Friday
10102,Bengaluru,2014-08-19,Silver,Food,M,191425,2014,8,August,19,Tuesday
10103,Delhi,2014-09-29,Silver,Entertainment,M,18138,2014,9,September,29,Monday
10104,Greater Mumbai,2014-12-12,Signature,Food,M,271311,2014,12,December,12,Friday
10105,Bengaluru,2015-02-05,Signature,Food,M,147167,2015,2,February,5,Thursday
10106,Delhi,2014-08-08,Gold,Food,M,147923,2014,8,August,8,Friday
10107,Bengaluru,2014-05-17,Silver,Grocery,F,29858,2014,5,May,17,Saturday
10108,Ahmedabad,2014-09-19,Gold,Bills,M,71255,2014,9,September,19,Friday
10109,Greater Mumbai,2014-01-13,Signature,Entertainment,M,279668,2014,1,January,13,Monday
10110,Bengaluru,2014-04-25,Gold,Food,M,20926,2014,4,April,25,Friday
10111,Greater Mumbai,2013-11-06,Signature,Entertainment,M,170311,2013,11,November,6,Wednesday
10112,Delhi,2014-07-15,Silver,Grocery,M,288080,2014,7,July,15,Tuesday
10113,Greater Mumbai,2014-04-11,Silver,Food,F,285260,2014,4,April,11,Friday
10114,Ahmedabad,2014-09-21,Platinum,Grocery,M,41358,2014,9,September,21,Sunday
10115,Delhi,2013-11-04,Platinum,Food,M,21011,2013,11,November,4,Monday
10116,Bengaluru,2013-12-19,Gold,Food,F,133790,2013,12,December,19,Thursday
10117,Greater Mumbai,2014-02-01,Silver,Grocery,M,154558,2014,2,February,1,Saturday
10118,Bengaluru,2013-12-12,Signature,Food,F,78975,2013,12,December,12,Thursday
10119,Greater Mumbai,2014-04-24,Signature,Bills,F,263724,2014,4,April,24,Thursday
10120,Greater Mumbai,2014-01-23,Signature,Fuel,F,11881,2014,1,January,23,Thursday
10121,Delhi,2014-06-04,Silver,Bills,M,234255,2014,6,June,4,Wednesday
10122,Delhi,2014-08-22,Gold,Fuel,M,223321,2014,8,August,22,Friday
10123,Greater Mumbai,2014-02-14,Silver,Bills,M,108578,2014,2,February,14,Friday
10124,Bengaluru,2014-10-12,Gold,Grocery,F,150204,2014,10,October,12,Sunday
10125,Ahmedabad,2015-03-20,Gold,Bills,F,266934,2015,3,March,20,Friday
10126,Bengaluru,2015-01-13,Signature,Grocery,F,82893,2015,1,January,13,Tuesday
10127,Delhi,2014-03-13,Silver,Entertainment,F,15512,2014,3,March,13,Thursday
10128,Bengaluru,2013-10-07,Gold,Bills,F,53126,2013,10,October,7,Monday
10129,Delhi,2014-07-07,Signature,Fuel,M,165012,2014,7,July,7,Monday
10130,Delhi,2014-04-27,Gold,Bills,M,133687,2014,4,April,27,Sunday
10131,Bengaluru,2013-11-29,Signature,Grocery,F,132111,2013,11,November,29,Friday
10132,Ahmedabad,2014-12-04,Signature,Fuel,M,242546,2014,12,December,4,Thursday
10133,Greater Mumbai,2015-03-24,Platinum,Bills,M,15669,2015,3,March,24,Tuesday
10134,Delhi,2015-05-06,Silver,Bills,M,289521,2015,5,May,6,Wednesday
10135,Ahmedabad,2014-04-01,Platinum,Fuel,M,182674,2014,4,April,1,Tuesday
10136,Ahmedabad,2013-11-29,Platinum,Bills,M,282435,2013,11,November,29,Friday
10137,Delhi,2013-10-12,Gold,Fuel,M,241870,2013,10,October,12,Saturday
10138,Greater Mumbai,2014-01-31,Silver,Bills,F,77647,2014,1,January,31,Friday
10139,Ahmedabad,2014-01-09,Gold,Fuel,M,206869,2014,1,January,9,Thursday
10140,Bengaluru,2013-11-15,Silver,Fuel,F,60358,2013,11,November,15,Friday
10141,Greater Mumbai,2014-11-22,Gold,Bills,F,177644,2014,11,November,22,Saturday
10142,Greater Mumbai,2015-02-07,Signature,Grocery,F,242831,2015,2,February,7,Saturday
10143,Ahmedabad,2015-01-31,Platinum,Fuel,F,240144,2015,1,January,31,Saturday
10144,Bengaluru,2015-02-24,Gold,Entertainment,M,278878,2015,2,February,24,Tuesday
10145,Bengaluru,2015-03-23,Platinum,Entertainment,M,132563,2015,3,March,23,Monday
10146,Delhi,2014-05-17,Signature,Fuel,F,149714,2014,5,May,17,Saturday
10147,Ahmedabad,2014-12-16,Silver,Food,F,91449,2014,12,December,16,Tuesday
10148,Ahmedabad,2014-03-15,Signature,Entertainment,F,5036,2014,3,March,15,Saturday
10149,Ahmedabad,2014-11-19,Signature,Fuel,M,201771,2014,11,November,19,Wednesday
10150,Ahmedabad,2015-02-17,Signature,Fuel,M,194454,2015,2,February,17,Tuesday
10151,Ahmedabad,2015-01-16,Signature,Bills,M,66132,2015,1,January,16,Friday
10152,Bengaluru,2013-10-08,Gold,Fuel,M,118249,2013,10,October,8,Tuesday
10153,Bengaluru,2013-10-15,Silver,Bills,F,165781,2013,10,October,15,Tuesday
10154,Greater Mumbai,2013-12-24,Silver,Bills,M,172711,2013,12,December,24,Tuesday
10155,Ahmedabad,2015-05-03,Silver,Grocery,F,229433,2015,5,May,3,Sunday
10156,Ahmedabad,2014-03-27,Gold,Grocery,M,189674,2014,3,March,27,Thursday
10157,Delhi,2014-12-10,Gold,Entertainment,F,93138,2014,12,December,10,Wednesday
10158,Bengaluru,2014-09-01,Platinum,Bills,M,277073,2014,9,September,1,Monday
10159,Greater Mumbai,2014-06-01,Signature,Entertainment,M,232339,2014,6,June,1,Sunday
10160,Greater Mumbai,2015-01-20,Platinum,Fuel,M,23130,2015,1,January,20,Tuesday
10161,Greater Mumbai,2014-04-19,Signature,Grocery,F,147333,2014,4,April,19,Saturday
10162,Greater Mumbai,2015-01-30,Silver,Bills,M,252846,2015,1,January,30,Friday
10163,Delhi,2014-08-20,Signature,Entertainment,M,117342,2014,8,August,20,Wednesday
10164,Bengaluru,2014-05-04,Platinum,Bills,M,26322,2014,5,May,4,Sunday
10165,Ahmedabad,2014-02-02,Gold,Food,F,195512,2014,2,February,2,Sunday
10166,Greater Mumbai,2014-10-29,Platinum,Entertainment,F,7605,2014,10,October,29,Wednesday
10167,Greater Mumbai,2014-02-09,Gold,Food,F,231088,2014,2,February,9,Sunday
10168,Greater Mumbai,2015-01-06,Platinum,Fuel,M,298616,2015,1,January,6,Tuesday
10169,Ahmedabad,2014-01-29,Gold,Bills,F,168207,2014,1,January,29,Wednesday
10170,Ahmedabad,2014-08-02,Platinum,Entertainment,M,182184,2014,8,August,2,Saturday
10171,Delhi,2015-02-15,Signature,Grocery,F,32206,2015,2,February,15,Sunday
10172,Ahmedabad,2014-11-14,Gold,Grocery,M,258147,2014,11,November,14,Friday
10173,Bengaluru,2014-11-06,Signature,Entertainment,F,234918,2014,11,November,6,Thursday
10174,Delhi,2014-01-26,Signature,Grocery,M,241514,2014,1,January,26,Sunday
10175,Ahmedabad,2013-10-21,Silver,Bills,M,199305,2013,10,October,21,Monday
10176,Ahmedabad,2015-01-04,Silver,Fuel,F,270668,2015,1,January,4,Sunday
10177,Ahmedabad,2014-11-25,Platinum,Fuel,F,34492,2014,11,November,25,Tuesday
10178,Ahmedabad,2015-01-03,Gold,Fuel,F,124731,2015,1,January,3,Saturday
10179,Delhi,2014-01-07,Silver,Bills,F,189307,2014,1,January,7,Tuesday
10180,Bengaluru,2014-08-30,Gold,Grocery,F,163838,2014,8,August,30,Saturday
10181,Ahmedabad,2014-07-26,Platinum,Grocery,F,28891,2014,7,July,26,Saturday
10182,Greater Mumbai,2015-03-01,Signature,Food,F,251045,2015,3,March,1,Sunday
10183,Greater Mumbai,2015-02-26,Gold,Fuel,M,10314,2015,2,February,26,Thursday
10184,Bengaluru,2014-10-01,Silver,Bills,F,259376,2014,10,October,1,Wednesday
10185,Greater Mumbai,2014-09-04,Gold,Fuel,M,248129,2014,9,September,4,Thursday
10186,Ahmedabad,2014-07-07,Gold,Bills,M,24507,2014,7,July,7,Monday
10187,Ahmedabad,2014-09-07,Platinum,Entertainment,F,203152,2014,9,September,7,Sunday
10188,Greater Mumbai,2014-12-19,Platinum,Food,F,285844,2014,12,December,19,Friday
10189,Greater Mumbai,2014-12-29,Platinum,Grocery,M,86834,2014,12,December,29,Monday
10190,Delhi,2014-08-11,Gold,Entertainment,M,210754,2014,8,August,11,Monday
10191,Greater Mumbai,2014-10-26,Signature,Food,F,241238,2014,10,October,26,Sunday
10192,Bengaluru,2014-10-02,Signature,Bills,F,248243,2014,10,October,2,Thursday
10193,Bengaluru,2014-01-06,Platinum,Grocery,M,129817,2014,1,January,6,Monday
10194,Greater Mumbai,2014-11-14,Signature,Fuel,M,85190,2014,11,November,14,Friday
10195,Delhi,2014-05-17,Signature,Food,F,39412,2014,5,May,17,Saturday
10196,Delhi,2013-10-24,Signature,Entertainment,F,157217,2013,10,October,24,Thursday
10197,Ahmedabad,2014-10-16,Gold,Fuel,M,161209,2014,10,October,16,Thursday
10198,Delhi,2014-05-14,Platinum,Grocery,F,284424,2014,5,May,14,Wednesday
10199,Bengaluru,2015-05-21,Silver,Fuel,M,196891,2015,5,May,21,Thursday
10200,Delhi,2014-06-01,Silver,Fuel,M,25678,2014,6,June,1,Sunday
10201,Delhi,2013-10-24,Platinum,Grocery,F,14500,2013,10,October,24,Thursday
10202,Bengaluru,2014-05-03,Platinum,Grocery,M,40491,2014,5,May,3,Saturday
10203,Bengaluru,2014-02-19,Platinum,Fuel,F,84287,2014,2,February,19,Wednesday
10204,Delhi,2015-01-29,Gold,Bills,F,263207,2015,1,January,29,Thursday
10205,Delhi,2014-03-27,Gold,Grocery,M,154879,2014,3,March,27,Thursday
10206,Greater Mumbai,2014-05-31,Silver,Food,M,298977,2014,5,May,31,Saturday
10207,Greater Mumbai,2014-10-19,Signature,Food,F,57681,2014,10,October,19,Sunday
10208,Delhi,2014-11-12,Gold,Grocery,F,220350,2014,11,November,12,Wednesday
10209,Bengaluru,2014-09-09,Signature,Bills,F,102056,2014,9,September,9,Tuesday
10210,Bengaluru,2014-04-26,Silver,Food,M,128245,2014,4,April,26,Saturday
10211,Greater Mumbai,2015-05-03,Gold,Grocery,F,256984,2015,5,May,3,Sunday
10212,Delhi,2013-10-05,Silver,Grocery,F,158154,2013,10,October,5,Saturday
10213,Greater Mumbai,2014-03-06,Gold,Entertainment,M,38624,2014,3,March,6,Thursday
10214,Delhi,2014-08-07,Gold,Entertainment,F,36465,2014,8,August,7,Thursday
10215,Ahmedabad,2014-08-30,Silver,Food,M,72999,2014,8,August,30,Saturday
10216,Bengaluru,2014-06-17,Signature,Grocery,F,131784,2014,6,June,17,Tuesday
10217,Delhi,2014-01-17,Gold,Bills,F,268355,2014,1,January,17,Friday
10218,Ahmedabad,2015-03-07,Signature,Bills,M,38461,2015,3,March,7,Saturday
10219,Greater Mumbai,2015-02-09,Signature,Fuel,F,45881,2015,2,February,9,Monday
10220,Delhi,2014-02-10,Silver,Food,F,65708,2014,2,February,10,Monday
10221,Greater Mumbai,2015-02-08,Platinum,Bills,F,207816,2015,2,February,8,Sunday
10222,Greater Mumbai,2013-12-25,Silver,Food,M,181693,2013,12,December,25,Wednesday
10223,Greater Mumbai,2014-02-01,Platinum,Fuel,M,254824,2014,2,February,1,Saturday
10224,Greater Mumbai,2014-05-23,Signature,Grocery,F,10371,2014,5,May,23,Friday
10225,Ahmedabad,2013-12-23,Signature,Food,M,268732,2013,12,December,23,Monday
10226,Greater Mumbai,2015-05-15,Platinum,Food,M,66360,2015,5,May,15,Friday
10227,Bengaluru,2014-08-02,Silver,Entertainment,F,193171,2014,8,August,2,Saturday
